2021-11-02 17:29:01,761  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : WebService
2021-11-02 17:29:01,761  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CommunicationService has these dependencies [ [NameRegistration{name=WebService}] ]
2021-11-02 17:29:01,762  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : CommunicationService that implements InitializeAwareService
2021-11-02 17:29:01,769  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : CommunicationService
2021-11-02 17:29:01,769  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : HTTPTransport has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=ComponentConfigurationService}, NameRegistration{name=ServerMetricsService}] ]
2021-11-02 17:29:01,772  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerMetricsService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,773  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : MetricsService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,773  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : DebugService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,777  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : LogService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,780  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ComponentConfigurationService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
